Term,LoanStatus,EstimatedEffectiveYield,EstimatedReturn,ProsperRatingAlpha,ProsperScore,BorrowerState,Occupation,EmploymentStatus,FirstRecordedCreditLine,CurrentCreditLines,TotalCreditLinespast7years,CurrentDelinquencies,DelinquenciesLast7Years,IncomeRange,LoanOriginationQuarter,DebtToIncomeRatio,LoanOriginalAmount,semester,year
36,Completed,0.2822,0.1352,E,6,TX,Accountant/CPA,Employed,2001-06-11,13.0,57.0,1.0,0.0,"$25,000-49,999",Q1 2012,0.3,3000,Q1,2012
36,Chargedoff,0.2957,0.1487,E,5,MD,Other,Employed,1983-10-01,9.0,27.0,2.0,2.0,"$50,000-74,999",Q3 2011,0.23,5000,Q3,2011
36,Chargedoff,0.2896,0.1271,HR,4,NC,Other,Employed,1998-10-27,5.0,19.0,0.0,0.0,"$25,000-49,999",Q3 2012,0.26,3000,Q3,2012
60,Completed,0.126,0.0836,B,6,CT,Clerical,Employed,2006-10-05,7.0,11.0,0.0,0.0,"$25,000-49,999",Q3 2013,0.25,6000,Q3,2013
12,Completed,0.1438,0.0564,C,6,NH,Teacher,Employed,1997-10-06,10.0,30.0,0.0,0.0,"$25,000-49,999",Q4 2012,0.21,2500,Q4,2012
36,Completed,0.0642,0.0642,A,9,DC,Attorney,Employed,1993-05-01,8.0,19.0,1.0,0.0,"$100,000+",Q4 2010,0.07,6000,Q4,2010
36,Completed,0.1852,0.1003,C,7,MI,Accountant/CPA,Employed,1999-08-03,5.0,27.0,0.0,13.0,"$25,000-49,999",Q4 2012,0.1,7000,Q4,2012
36,Completed,0.1196,0.1196,C,9,MN,Skilled Labor,Full-time,2007-10-04,4.0,8.0,0.0,0.0,"$1-24,999",Q2 2010,0.15,2100,Q2,2010
36,Completed,0.0608,0.0608,A,9,TX,Food Service Management,Full-time,2006-06-06,7.0,11.0,0.0,0.0,"$1-24,999",Q2 2010,0.16,2000,Q2,2010
60,Completed,0.2332,0.1442,C,7,NY,Executive,Employed,2003-01-23,10.0,18.0,0.0,0.0,"$50,000-74,999",Q3 2012,0.2,4000,Q3,2012
60,Completed,0.2085,0.116,D,5,CA,Other,Employed,1992-03-07,6.0,16.0,0.0,0.0,"$50,000-74,999",Q2 2013,0.14,10000,Q2,2013
36,Completed,0.2294,0.1104,D,5,VA,Other,Employed,1996-04-15,8.0,21.0,0.0,6.0,"$25,000-49,999",Q1 2012,0.22,4000,Q1,2012
36,Completed,0.1757,0.1147,C,6,PA,Professional,Full-time,1995-06-19,10.0,19.0,0.0,0.0,"$75,000-99,999",Q3 2011,0.29,2000,Q3,2011
60,Past Due (31-60 days),0.1076,0.0727,A,10,LA,Police Officer/Correction Officer,Full-time,2002-08-12,7.0,19.0,0.0,3.0,"$50,000-74,999",Q2 2013,0.4,15000,Q2,2013
36,Chargedoff,0.1952,0.1062,C,7,CA,Other,Employed,2002-12-15,11.0,13.0,0.0,0.0,"$25,000-49,999",Q3 2012,0.24,2000,Q3,2012
36,Completed,0.0796,0.0796,B,8,VA,Executive,Employed,1963-08-01,27.0,85.0,0.0,0.0,"$100,000+",Q3 2010,0.24,11000,Q3,2010
36,Completed,0.1843,0.1843,E,6,OH,Military Enlisted,Full-time,2001-04-21,6.0,13.0,0.0,5.0,"$25,000-49,999",Q4 2009,0.24,1500,Q4,2009
36,Completed,0.1463,0.1463,D,8,AZ,Chemist,Full-time,2000-02-18,6.0,28.0,1.0,3.0,"$25,000-49,999",Q2 2010,0.33,4000,Q2,2010
60,Completed,0.3057,0.1582,E,3,OK,Other,Employed,1979-10-13,20.0,46.0,0.0,0.0,"$1-24,999",Q3 2012,0.85,4000,Q3,2012
60,Completed,0.254,0.155,D,3,CA,Religious,Full-time,1983-06-20,1.0,6.0,0.0,0.0,"$25,000-49,999",Q1 2012,0.18,8000,Q1,2012
36,Completed,0.1574,0.1574,D,6,CA,Executive,Full-time,1983-10-01,12.0,18.0,0.0,0.0,"$100,000+",Q4 2009,0.12,7500,Q4,2009
60,Completed,0.1871,0.1351,B,7,VA,Professional,Employed,1994-02-11,8.0,23.0,0.0,0.0,"$100,000+",Q4 2011,0.12,15000,Q4,2011
60,Defaulted,0.2448,0.1458,D,5,AL,Civil Service,Employed,2000-06-01,11.0,40.0,0.0,0.0,"$25,000-49,999",Q2 2012,0.52,15000,Q2,2012
36,Completed,0.0862,0.0862,B,8,MA,Other,Full-time,1983-12-14,4.0,10.0,0.0,0.0,"$75,000-99,999",Q2 2010,0.12,10000,Q2,2010
36,Completed,0.055,0.055,AA,10,CA,Principal,Full-time,1999-09-03,10.0,30.0,0.0,0.0,"$100,000+",Q2 2010,0.03,5500,Q2,2010
36,Completed,0.2896,0.1246,HR,5,MA,Administrative Assistant,Employed,1999-03-22,12.0,52.0,0.0,0.0,"$75,000-99,999",Q2 2012,0.19,4000,Q2,2012
36,Completed,0.2352,0.1232,D,5,CA,Other,Employed,1997-06-23,5.0,22.0,0.0,0.0,"$25,000-49,999",Q4 2011,0.43,10000,Q4,2011
36,Completed,-0.0107,-0.0107,HR,4,MO,Professional,Full-time,1999-11-01,10.0,32.0,0.0,0.0,"$50,000-74,999",Q4 2010,0.27,1600,Q4,2010
36,Completed,0.2534,0.1414,D,6,OH,Administrative Assistant,Employed,1990-10-05,12.0,21.0,0.0,0.0,"$25,000-49,999",Q3 2011,0.38,10000,Q3,2011
36,Completed,0.2,0.111,C,7,TN,Nurse (RN),Employed,2004-07-01,16.0,20.0,0.0,0.0,"$50,000-74,999",Q2 2012,0.36,12000,Q2,2012
36,Completed,0.2243,0.1243,D,4,KS,Food Service Management,Employed,2005-08-14,11.0,16.0,1.0,0.0,"$25,000-49,999",Q2 2011,0.29,2100,Q2,2011
36,Completed,0.1669,0.1074,B,8,LA,Executive,Employed,1999-01-27,10.0,20.0,0.0,0.0,"$75,000-99,999",Q3 2011,0.13,5000,Q3,2011
12,Chargedoff,0.234,0.122,D,8,KY,Clerical,Employed,2003-12-29,6.0,18.0,2.0,19.0,"$25,000-49,999",Q3 2011,0.15,2000,Q3,2011
60,Completed,0.3057,0.1587,E,6,TX,Other,Employed,2003-10-25,4.0,7.0,1.0,11.0,"$25,000-49,999",Q2 2012,0.07,3500,Q2,2012
36,Completed,0.0799,0.0799,AA,6,GA,Professor,Full-time,1987-06-15,18.0,46.0,0.0,0.0,"$50,000-74,999",Q4 2009,0.36,9000,Q4,2009
36,Completed,0.1904,0.1014,C,7,MD,Other,Employed,1994-08-08,4.0,48.0,0.0,5.0,"$50,000-74,999",Q1 2012,0.18,11500,Q1,2012
36,Completed,0.156,0.156,D,8,IL,Other,Full-time,1999-10-08,18.0,34.0,0.0,0.0,"$25,000-49,999",Q3 2010,0.51,6000,Q3,2010
60,Completed,0.252,0.1495,D,5,NV,Administrative Assistant,Employed,1996-05-14,10.0,31.0,0.0,4.0,"$25,000-49,999",Q3 2012,0.3,15000,Q3,2012
36,Completed,0.1937,0.1012,D,3,TN,Other,Employed,1995-10-28,7.0,33.0,0.0,0.0,"$25,000-49,999",Q2 2013,0.46,10000,Q2,2013
36,Chargedoff,0.2896,0.1246,HR,2,AL,Police Officer/Correction Officer,Full-time,1998-02-20,19.0,42.0,0.0,3.0,"$25,000-49,999",Q2 2012,0.36,3500,Q2,2012
36,Completed,0.1834,0.1834,C,8,PA,Other,Full-time,1988-08-18,8.0,30.0,2.0,8.0,"$75,000-99,999",Q4 2009,0.16,2800,Q4,2009
36,Completed,0.0799,0.0604,AA,10,CA,Nurse (RN),Employed,1985-03-01,12.0,64.0,0.0,42.0,"$100,000+",Q2 2011,0.04,5000,Q2,2011
36,Completed,0.2,0.111,C,7,TX,Administrative Assistant,Employed,1994-09-01,16.0,25.0,0.0,0.0,"$25,000-49,999",Q2 2012,0.38,10000,Q2,2012
36,Chargedoff,0.1326,0.0731,B,9,HI,Food Service,Employed,2007-04-09,7.0,11.0,0.0,0.0,"$1-24,999",Q1 2011,0.14,3000,Q1,2011
36,Completed,0.2917,0.1267,HR,3,WI,Other,Employed,1993-12-01,17.0,34.0,0.0,0.0,"$75,000-99,999",Q4 2011,0.24,2500,Q4,2011
36,Chargedoff,0.1757,0.1147,C,6,MD,Food Service Management,Employed,1984-06-18,9.0,32.0,0.0,0.0,"$50,000-74,999",Q3 2011,0.52,15000,Q3,2011
36,Chargedoff,0.2352,0.1232,D,7,MO,Teacher,Employed,1990-08-01,5.0,33.0,0.0,15.0,"$25,000-49,999",Q4 2011,0.28,10000,Q4,2011
36,Completed,0.1615,0.0941,C,5,CA,Other,Employed,2007-09-05,8.0,10.0,0.0,0.0,"$50,000-74,999",Q2 2013,0.22,7000,Q2,2013
36,Completed,0.1757,0.1147,C,7,OH,Other,Employed,1998-09-21,4.0,10.0,0.0,7.0,"$50,000-74,999",Q2 2011,0.09,3000,Q2,2011
36,Completed,0.2534,0.1454,D,7,MT,Nurse (RN),Employed,1988-08-01,24.0,49.0,0.0,0.0,"$50,000-74,999",Q1 2011,0.6,4000,Q1,2011
36,Completed,0.0717,0.0717,A,9,AZ,Other,Full-time,1994-10-15,7.0,24.0,0.0,1.0,"$25,000-49,999",Q3 2009,0.1,2400,Q3,2009
60,Completed,0.1765,0.1091,C,5,CA,Tradesman - Electrician,Employed,1983-08-01,9.0,18.0,0.0,4.0,"$75,000-99,999",Q2 2013,0.26,15000,Q2,2013
36,Chargedoff,0.1806,0.0936,C,9,FL,Accountant/CPA,Employed,1997-03-13,11.0,18.0,1.0,36.0,"$50,000-74,999",Q1 2011,0.09,7400,Q1,2011
60,Chargedoff,0.2701,0.1511,D,6,MN,Professional,Employed,1999-10-01,5.0,9.0,0.0,0.0,"$1-24,999",Q1 2012,0.72,15000,Q1,2012
36,Completed,0.2243,0.1243,D,4,CO,Retail Management,Full-time,2005-06-27,9.0,24.0,0.0,0.0,"$1-24,999",Q3 2011,0.79,5000,Q3,2011
36,Chargedoff,0.2437,0.1357,D,6,NY,Other,Employed,2000-04-17,5.0,17.0,0.0,0.0,"$25,000-49,999",Q1 2011,0.29,6000,Q1,2011
36,Completed,0.1783,0.0984,C,4,AL,Nurse (RN),Employed,2001-08-15,8.0,18.0,0.0,2.0,"$25,000-49,999",Q1 2013,0.2,7000,Q1,2013
36,Past Due (1-15 days),0.2799,0.1174,HR,5,VA,Professional,Employed,1998-02-19,5.0,20.0,0.0,0.0,"$25,000-49,999",Q4 2012,0.4,4000,Q4,2012
36,Completed,0.2766,0.1276,E,3,MS,Other,Full-time,1991-01-06,9.0,31.0,0.0,23.0,"$50,000-74,999",Q3 2012,0.28,4000,Q3,2012
36,Completed,0.2727,0.1257,E,6,NY,Other,Employed,2001-10-15,2.0,18.0,0.0,0.0,"$25,000-49,999",Q1 2012,0.03,2000,Q1,2012
60,Chargedoff,0.2725,0.125,E,4,CT,Other,Employed,1998-11-18,15.0,46.0,0.0,0.0,"$50,000-74,999",Q2 2013,0.43,4000,Q2,2013
36,Completed,0.0903,0.0903,D,7,IL,Administrative Assistant,Full-time,1998-11-16,11.0,17.0,0.0,0.0,"$25,000-49,999",Q3 2010,0.17,3500,Q3,2010
36,Completed,0.2799,0.1174,HR,5,TX,Other,Employed,1995-10-23,15.0,35.0,0.0,0.0,"$50,000-74,999",Q4 2012,0.27,4000,Q4,2012
12,Completed,0.1678,0.0603,D,5,MD,Teacher,Employed,1994-09-05,13.0,56.0,2.0,20.0,"$50,000-74,999",Q1 2013,0.16,2000,Q1,2013
36,Completed,0.1196,0.1196,C,10,CA,Other,Retired,1991-01-11,8.0,19.0,0.0,18.0,"$1-24,999",Q2 2010,0.39,1000,Q2,2010
60,Completed,0.1346,0.0997,A,8,OR,Computer Programmer,Employed,2001-03-22,6.0,14.0,0.0,0.0,"$75,000-99,999",Q4 2012,0.19,8000,Q4,2012
36,Completed,0.1504,0.1504,D,8,MO,Other,Employed,1997-08-22,4.0,18.0,0.0,15.0,"$50,000-74,999",Q3 2010,0.15,4000,Q3,2010
60,Completed,0.205,0.144,C,6,PA,Executive,Employed,1999-08-20,20.0,59.0,0.0,0.0,"$100,000+",Q3 2011,0.34,13007,Q3,2011
12,Completed,0.0528,0.0328,A,8,CA,Civil Service,Employed,1981-04-09,10.0,27.0,0.0,0.0,"$100,000+",Q2 2012,0.15,3000,Q2,2012
36,Defaulted,0.1515,0.1515,C,9,CA,Professional,Full-time,1990-11-20,6.0,25.0,0.0,0.0,"$100,000+",Q1 2010,0.16,3500,Q1,2010
36,Completed,0.2896,0.1246,HR,5,MA,Truck Driver,Employed,1996-10-22,6.0,18.0,3.0,17.0,"$50,000-74,999",Q2 2012,0.09,4000,Q2,2012
36,Completed,0.2107,0.1132,D,5,CA,Police Officer/Correction Officer,Employed,1983-10-01,11.0,54.0,3.0,35.0,"$75,000-99,999",Q3 2012,0.32,7000,Q3,2012
36,Completed,0.1361,0.1361,D,7,WA,Other,Retired,1978-09-30,9.0,46.0,0.0,4.0,"$25,000-49,999",Q3 2010,0.17,2500,Q3,2010
36,Completed,0.1399,0.1399,HR,4,PA,Fireman,Full-time,1992-01-24,12.0,44.0,0.0,0.0,"$75,000-99,999",Q4 2009,0.22,3000,Q4,2009
36,Completed,0.1937,0.1012,D,2,CA,Professional,Employed,2000-04-07,24.0,58.0,0.0,0.0,"$50,000-74,999",Q2 2013,0.33,8500,Q2,2013
36,Chargedoff,0.1761,0.1761,E,6,TX,Religious,Employed,2002-07-23,7.0,28.0,0.0,0.0,"$25,000-49,999",Q3 2010,0.15,3000,Q3,2010
36,Completed,0.2352,0.1232,D,5,CA,Medical Technician,Employed,1992-02-07,9.0,34.0,1.0,2.0,"$50,000-74,999",Q4 2011,0.22,4000,Q4,2011
36,Completed,0.0608,0.0608,A,9,NY,Teacher,Full-time,2002-08-17,12.0,24.0,0.0,0.0,"$50,000-74,999",Q3 2010,0.13,2500,Q3,2010
36,Completed,0.1148,0.0749,A,7,CA,Nurse (RN),Employed,1998-12-07,13.0,53.0,1.0,24.0,"$100,000+",Q2 2013,0.25,16500,Q2,2013
36,Past Due (1-15 days),0.13449,0.08209,B,8,NY,Sales - Retail,Employed,1989-02-07,10.0,19.0,0.0,0.0,"$75,000-99,999",Q3 2013,0.4,14170,Q3,2013
36,Defaulted,0.1463,0.1463,D,7,PA,Other,Full-time,1987-08-06,7.0,22.0,0.0,0.0,"$25,000-49,999",Q3 2010,0.32,2150,Q3,2010
36,Completed,0.1326,0.0806,B,6,AZ,Attorney,Employed,1999-01-20,22.0,47.0,0.0,0.0,"$100,000+",Q1 2012,0.09,10000,Q1,2012
60,Chargedoff,0.2341,0.1492,C,7,TX,Executive,Employed,1996-05-29,3.0,11.0,0.0,0.0,"$25,000-49,999",Q3 2012,0.29,15000,Q3,2012
36,Completed,0.2917,0.1267,HR,2,TX,Nurse (LPN),Employed,1998-11-04,5.0,12.0,2.0,0.0,"$25,000-49,999",Q3 2011,0.4,4000,Q3,2011
36,Completed,0.1377,0.0782,B,8,SD,Civil Service,Employed,1983-01-21,24.0,63.0,0.0,0.0,"$75,000-99,999",Q2 2011,0.41,3000,Q2,2011
36,Completed,0.1294,0.1294,C,9,NC,Other,Full-time,1997-10-17,12.0,26.0,0.0,0.0,"$50,000-74,999",Q1 2010,0.27,7500,Q1,2010
36,Chargedoff,0.1504,0.1504,D,8,GA,Food Service,Employed,1982-04-01,3.0,9.0,0.0,25.0,"$50,000-74,999",Q4 2010,0.08,1000,Q4,2010
36,Completed,0.2413,0.1363,D,3,VT,Administrative Assistant,Full-time,1983-10-10,11.0,35.0,0.0,3.0,"$50,000-74,999",Q4 2011,0.43,7500,Q4,2011
36,FinalPaymentInProgress,0.285,0.12,HR,3,TX,Teacher,Employed,1983-03-22,31.0,102.0,0.0,0.0,"$50,000-74,999",Q4 2011,0.36,4000,Q4,2011
12,Completed,0.2243,0.1163,D,5,CT,Executive,Employed,1978-06-02,14.0,26.0,0.0,0.0,"$100,000+",Q1 2011,0.13,2000,Q1,2011
36,Completed,0.2534,0.1414,D,6,AL,Professional,Employed,2001-08-16,14.0,52.0,0.0,0.0,"$25,000-49,999",Q3 2011,0.41,5000,Q3,2011
36,Completed,0.2896,0.1221,HR,5,TN,Computer Programmer,Employed,2000-09-05,29.0,47.0,0.0,0.0,"$75,000-99,999",Q3 2012,0.28,4000,Q3,2012
36,Completed,0.058,0.058,AA,8,MI,Food Service Management,Full-time,1997-04-09,7.0,27.0,0.0,0.0,"$25,000-49,999",Q1 2010,0.15,6500,Q1,2010
60,Completed,0.2448,0.1458,D,4,NV,Professional,Full-time,2000-04-20,13.0,35.0,0.0,0.0,"$50,000-74,999",Q2 2012,0.45,15000,Q2,2012
36,Completed,0.118,0.118,A,9,CA,Professional,Full-time,2000-01-29,21.0,34.0,0.0,0.0,"$50,000-74,999",Q2 2010,0.54,2500,Q2,2010
36,Completed,0.1166,0.0836,A,10,TN,Nurse (RN),Employed,1999-10-28,3.0,16.0,0.0,0.0,"$50,000-74,999",Q2 2012,0.05,5000,Q2,2012
60,Completed,0.1009,0.0854,AA,10,IL,Analyst,Employed,2000-06-16,7.0,16.0,0.0,0.0,"$75,000-99,999",Q2 2011,0.05,11000,Q2,2011
60,Completed,0.135,0.0876,B,6,PA,Truck Driver,Employed,2001-02-09,19.0,38.0,0.0,0.0,"$75,000-99,999",Q2 2013,0.25,10000,Q2,2013
60,Chargedoff,0.2701,0.1511,D,6,TN,Military Enlisted,Employed,1998-02-26,6.0,20.0,0.0,0.0,"$50,000-74,999",Q2 2012,0.37,10000,Q2,2012
36,Completed,0.1326,0.0731,B,8,FL,Analyst,Employed,1988-02-01,9.0,24.0,0.0,0.0,"$50,000-74,999",Q1 2011,0.21,7500,Q1,2011
36,Completed,0.15,0.0935,B,8,CO,Other,Employed,1998-09-29,5.0,11.0,1.0,0.0,"$50,000-74,999",Q3 2012,0.14,4000,Q3,2012
36,Chargedoff,0.2917,0.1267,HR,3,OR,Professional,Employed,2002-10-14,8.0,16.0,0.0,0.0,"$100,000+",Q4 2011,0.1,4000,Q4,2011
36,Defaulted,0.2896,0.1246,HR,5,NJ,Professional,Employed,2002-05-20,13.0,22.0,0.0,0.0,"$50,000-74,999",Q2 2012,0.16,4000,Q2,2012
36,Completed,0.2896,0.1246,HR,4,FL,Professional,Employed,1994-02-14,21.0,71.0,0.0,0.0,"$100,000+",Q1 2012,0.17,4000,Q1,2012
36,Chargedoff,0.15,0.0935,B,8,NV,Waiter/Waitress,Employed,2000-04-26,10.0,32.0,4.0,20.0,"$25,000-49,999",Q3 2012,0.18,2500,Q3,2012
60,Past Due (31-60 days),0.1122,0.0748,A,8,CA,Truck Driver,Employed,1993-04-06,10.0,19.0,0.0,0.0,"$50,000-74,999",Q3 2013,0.17,20000,Q3,2013
36,Defaulted,0.0772,0.0772,B,8,OH,Other,Employed,2005-06-29,11.0,12.0,0.0,0.0,"$25,000-49,999",Q4 2010,0.07,4500,Q4,2010
36,Completed,0.1164,0.1164,D,7,FL,Skilled Labor,Employed,2001-10-30,7.0,18.0,0.0,0.0,"$25,000-49,999",Q4 2010,0.14,1800,Q4,2010
36,Chargedoff,0.1776,0.1776,E,6,FL,Clerical,Full-time,2005-06-15,3.0,9.0,0.0,11.0,"$1-24,999",Q1 2010,0.1,3000,Q1,2010
36,Completed,0.0699,0.0699,HR,5,GA,Other,Full-time,2003-07-17,12.0,17.0,0.0,0.0,"$1-24,999",Q4 2010,0.39,2000,Q4,2010
60,Completed,0.08643,0.06153,A,11,PA,Dentist,Employed,1980-02-02,8.0,30.0,0.0,0.0,"$100,000+",Q3 2013,0.13,22000,Q3,2013
36,Completed,0.2064,0.1039,D,3,PA,Other,Employed,1995-11-01,5.0,21.0,0.0,0.0,"$25,000-49,999",Q2 2013,0.31,10000,Q2,2013
36,Completed,0.1952,0.1103,C,7,CA,Professional,Employed,1983-12-01,13.0,48.0,0.0,3.0,"$75,000-99,999",Q3 2012,0.2,5000,Q3,2012
60,Completed,0.2148,0.1173,D,2,OR,Other,Employed,1996-05-21,7.0,20.0,0.0,0.0,"$50,000-74,999",Q3 2013,0.27,15000,Q3,2013
36,Completed,0.2056,0.1206,C,3,VA,Teacher,Full-time,2000-02-29,4.0,14.0,1.0,11.0,"$25,000-49,999",Q4 2011,0.22,2000,Q4,2011
36,Completed,0.0849,0.06,A,8,NC,Other,Other,1977-12-01,16.0,56.0,0.0,0.0,"$50,000-74,999",Q4 2012,0.54,11000,Q4,2012
36,Completed,0.0368,0.0368,HR,4,KS,Administrative Assistant,Full-time,2001-06-14,12.0,21.0,0.0,0.0,"$1-24,999",Q4 2010,0.68,3500,Q4,2010
36,Defaulted,0.1012,0.1012,E,9,CA,Teacher,Full-time,1990-09-05,21.0,50.0,0.0,0.0,"$100,000+",Q4 2009,0.38,3000,Q4,2009
36,Completed,0.2437,0.1317,D,6,TX,Professional,Employed,1989-09-01,9.0,20.0,0.0,0.0,"$75,000-99,999",Q4 2011,0.31,10000,Q4,2011
60,Past Due (1-15 days),0.086,0.076,AA,10,CO,Professional,Employed,2000-02-10,9.0,18.0,0.0,0.0,"$100,000+",Q1 2012,0.08,24800,Q1,2012
60,Completed,0.2667,0.1242,E,2,TX,Nurse (RN),Employed,1994-04-12,5.0,36.0,1.0,36.0,"$75,000-99,999",Q1 2013,0.13,3500,Q1,2013
12,Completed,0.2181,0.0731,E,2,MA,Analyst,Employed,1984-09-01,13.0,17.0,1.0,2.0,"$50,000-74,999",Q3 2012,0.32,3350,Q3,2012
12,Completed,0.1438,0.0564,C,6,NV,Engineer - Electrical,Employed,2007-03-21,4.0,7.0,0.0,6.0,"$75,000-99,999",Q1 2013,0.16,6000,Q1,2013
36,Defaulted,0.2799,0.1124,HR,5,TN,Other,Employed,1997-01-29,6.0,16.0,0.0,0.0,"$25,000-49,999",Q4 2012,0.29,4000,Q4,2012
36,Chargedoff,0.2413,0.1363,D,6,NJ,Laborer,Employed,2010-07-11,2.0,2.0,0.0,0.0,"$25,000-49,999",Q4 2011,0.12,2000,Q4,2011
36,Past Due (61-90 days),0.2896,0.1221,HR,4,MO,Accountant/CPA,Employed,1994-11-01,2.0,37.0,8.0,6.0,"$25,000-49,999",Q3 2012,0.28,3000,Q3,2012
36,Defaulted,0.2352,0.1232,D,7,NY,Sales - Commission,Employed,1988-04-06,24.0,32.0,0.0,0.0,"$100,000+",Q1 2012,0.26,10000,Q1,2012
36,Past Due (1-15 days),0.1015,0.0691,A,10,CO,Analyst,Employed,1990-05-02,7.0,19.0,0.0,1.0,"$75,000-99,999",Q1 2013,0.15,23000,Q1,2013
36,Chargedoff,0.1473,0.0878,B,8,MO,Clerical,Employed,1995-09-11,10.0,29.0,0.0,0.0,"$50,000-74,999",Q2 2011,0.11,2000,Q2,2011
60,Completed,0.1445,0.1115,A,8,AZ,Construction,Employed,1975-06-07,5.0,21.0,0.0,2.0,"$50,000-74,999",Q3 2012,0.09,15000,Q3,2012
36,Completed,0.0608,0.0608,A,9,WY,Civil Service,Full-time,1990-07-13,10.0,21.0,0.0,0.0,"$50,000-74,999",Q2 2010,0.39,5000,Q2,2010
36,Past Due (1-15 days),0.2134,0.1144,D,4,IL,Professional,Employed,1992-06-16,9.0,27.0,0.0,0.0,"$50,000-74,999",Q3 2012,0.22,10000,Q3,2012
36,Completed,0.1472,0.1472,D,7,FL,Military Enlisted,Full-time,1994-08-31,4.0,14.0,0.0,0.0,"$25,000-49,999",Q3 2009,0.11,3000,Q3,2009
36,Completed,0.0926,0.0666,A,9,CA,Accountant/CPA,Employed,1994-07-01,5.0,28.0,0.0,4.0,"$50,000-74,999",Q3 2011,0.08,2000,Q3,2011
36,Chargedoff,0.1285,0.0905,A,8,MA,Other,Employed,1992-02-11,5.0,16.0,0.0,0.0,"$1-24,999",Q3 2011,0.3,3500,Q3,2011
36,Chargedoff,0.1761,0.1761,E,5,TN,Skilled Labor,Full-time,1996-10-05,17.0,24.0,0.0,0.0,"$50,000-74,999",Q4 2010,0.18,1400,Q4,2010
36,Defaulted,0.2896,0.1246,HR,5,NJ,Laborer,Employed,1986-01-01,9.0,24.0,1.0,3.0,"$75,000-99,999",Q2 2012,0.12,4000,Q2,2012
36,Completed,0.1557,0.1557,E,5,TN,Civil Service,Employed,1998-12-02,26.0,40.0,0.0,1.0,"$50,000-74,999",Q4 2010,0.32,7000,Q4,2010
36,Completed,0.2243,0.1243,D,4,TX,Other,Full-time,1995-02-01,3.0,10.0,1.0,0.0,"$50,000-74,999",Q4 2011,0.22,5400,Q4,2011
36,Chargedoff,0.2896,0.1221,HR,4,NC,Construction,Employed,1994-05-05,9.0,32.0,0.0,0.0,"$25,000-49,999",Q3 2012,0.53,2000,Q3,2012
36,Completed,0.1473,0.0878,B,8,GA,Analyst,Employed,1992-09-01,12.0,28.0,0.0,0.0,"$100,000+",Q3 2011,0.17,11017,Q3,2011
36,Defaulted,0.156,0.156,D,7,OR,Administrative Assistant,Full-time,1995-01-18,7.0,43.0,0.0,0.0,"$25,000-49,999",Q3 2010,0.16,5000,Q3,2010
36,Completed,0.0788,0.0438,A,9,OK,Administrative Assistant,Employed,1998-03-01,11.0,24.0,0.0,0.0,"$50,000-74,999",Q2 2011,0.26,7100,Q2,2011
36,Completed,0.1326,0.0806,B,6,IL,Other,Full-time,2004-01-17,5.0,24.0,1.0,44.0,"$50,000-74,999",Q1 2012,0.16,4000,Q1,2012
36,Completed,0.2437,0.1317,D,7,GA,Sales - Retail,Employed,1999-05-14,12.0,26.0,0.0,0.0,"$50,000-74,999",Q4 2011,0.3,3500,Q4,2011
36,Completed,0.1477,0.1477,D,7,MI,Laborer,Full-time,1995-11-11,4.0,11.0,0.0,0.0,"$25,000-49,999",Q3 2009,0.32,2000,Q3,2009
36,Completed,0.0937,0.0557,A,7,CA,Professional,Employed,1973-01-09,5.0,36.0,0.0,0.0,"$100,000+",Q2 2011,0.2,18166,Q2,2011
36,Completed,0.0608,0.0608,A,9,MD,Professional,Full-time,1984-10-23,19.0,37.0,0.0,0.0,"$100,000+",Q3 2010,0.18,2800,Q3,2010
36,Completed,0.0767,0.0767,C,10,CA,Other,Full-time,1996-10-10,7.0,38.0,0.0,2.0,"$50,000-74,999",Q2 2010,0.14,1500,Q2,2010
36,Chargedoff,0.068,0.068,AA,9,CT,Accountant/CPA,Full-time,1979-03-01,22.0,67.0,0.0,0.0,"$100,000+",Q2 2010,0.28,10000,Q2,2010
36,Chargedoff,0.2957,0.1487,E,5,NV,Accountant/CPA,Employed,1989-04-01,9.0,25.0,2.0,21.0,"$50,000-74,999",Q2 2011,0.13,3000,Q2,2011
36,Chargedoff,0.2727,0.1257,E,6,IL,Retail Management,Employed,2001-02-28,6.0,15.0,0.0,16.0,"$50,000-74,999",Q2 2012,0.18,4000,Q2,2012
36,Past Due (1-15 days),0.0849,0.06,A,9,OH,Other,Full-time,1990-11-16,8.0,13.0,0.0,0.0,"$25,000-49,999",Q1 2013,0.45,5000,Q1,2013
36,Completed,0.1367,0.0772,B,9,NV,Engineer - Electrical,Employed,2000-10-18,8.0,16.0,0.0,1.0,"$75,000-99,999",Q4 2010,0.17,12000,Q4,2010
36,Chargedoff,0.0727,0.0727,A,9,TX,Professional,Full-time,1985-11-01,7.0,32.0,0.0,0.0,"$25,000-49,999",Q4 2009,0.28,3000,Q4,2009
36,Chargedoff,0.2,0.111,C,7,DC,Tradesman - Mechanic,Employed,1998-04-07,1.0,2.0,0.0,0.0,"$1-24,999",Q2 2012,0.16,3500,Q2,2012
36,Completed,0.1903,0.1004,C,7,FL,Other,Employed,2000-03-16,22.0,57.0,0.0,9.0,"$75,000-99,999",Q1 2013,0.41,6000,Q1,2013
36,Completed,0.1504,0.1504,D,9,MI,Executive,Employed,1997-11-24,8.0,40.0,0.0,0.0,"$50,000-74,999",Q4 2010,0.18,3500,Q4,2010
